"","uniqid","at_sexviol","gender","age","politics","urban","occupation","region"
"25509",410001113,0,1,69,5,1,4,"Eastern"
"25510",410001114,0,1,55,1,1,4,"Eastern"
"25511",410001115,1,2,37,1,1,13,"Eastern"
"25512",410001116,NA,2,21,10,1,14,"Eastern"
"25513",410001117,0,1,79,7,1,4,"Eastern"
"25514",410001118,0,1,68,10,3,4,"Eastern"
"25515",410001120,1,2,31,NA,2,15,"Eastern"
"25516",410001121,1,2,39,NA,2,1,"Eastern"
"25517",410001129,0,1,64,NA,2,4,"Eastern"
"25518",410001130,0,1,68,NA,2,3,"Eastern"
"25519",410001131,0,2,80,NA,2,4,"Eastern"
"25520",410001142,0,2,44,NA,2,14,"Eastern"
"25521",410001143,0,2,71,NA,2,3,"Eastern"
"25522",410001148,0,2,50,6,2,4,"Eastern"
"25523",410001149,0,2,24,5,2,3,"Eastern"
"25524",410001152,0,2,70,NA,2,4,"Eastern"
"25525",410001153,0,2,48,10,2,17,"Eastern"
"25526",410001154,6,1,35,NA,2,16,"Eastern"
"25527",410001155,0,1,64,5,2,4,"Eastern"
"25528",410001156,4,1,58,NA,2,17,"Eastern"
"25529",410001157,0,1,73,1,3,4,"Eastern"
"25530",410001158,0,2,68,5,2,4,"Eastern"
"25531",410001159,0,2,65,5,2,4,"Eastern"
"25532",410001160,NA,1,49,NA,2,17,"Eastern"
"25533",410001162,1,1,65,NA,3,17,"Eastern"
"25534",410001163,0,1,70,5,3,4,"Eastern"
"25535",410001164,0,1,67,5,3,4,"Eastern"
"25536",410001166,1,2,35,5,3,17,"Eastern"
"25537",410001167,0,2,28,3,2,13,"Eastern"
"25538",410001168,0,1,28,3,2,12,"Eastern"
"25539",410001170,0,1,28,7,2,12,"Eastern"
"25540",410001171,2,2,64,5,2,4,"Eastern"
"25541",410001172,0,2,41,NA,2,15,"Eastern"
"25542",410001174,0,1,50,NA,2,8,"Eastern"
"25543",410001175,1,2,16,5,2,2,"Eastern"
"25544",410001176,0,2,20,5,2,17,"Eastern"
"25545",410001177,0,1,31,8,2,17,"Eastern"
"25546",410001178,2,2,60,5,2,8,"Eastern"
"25547",410001179,1,1,69,7,2,4,"Eastern"
"25548",410001180,1,2,36,10,2,15,"Eastern"
"25549",410001181,0,2,63,3,2,4,"Eastern"
"25550",410001182,0,1,68,4,2,4,"Eastern"
"25551",410001183,0,2,35,10,2,12,"Eastern"
"25552",410001184,1,1,45,1,2,17,"Eastern"
"25553",410001185,4,2,57,8,2,10,"Eastern"
"25554",410001186,4,1,71,9,2,4,"Eastern"
"25555",410001187,5,2,43,1,2,13,"Eastern"
"25556",410001188,2,1,62,1,2,10,"Eastern"
"25557",410001189,1,2,54,9,2,13,"Eastern"
"25558",410001191,3,2,42,9,2,12,"Eastern"
"25559",410001192,3,2,64,1,2,4,"Eastern"
"25560",410001193,NA,1,62,1,2,3,"Eastern"
"25561",410001194,2,2,60,8,2,4,"Eastern"
"25562",410001195,2,1,36,8,2,9,"Eastern"
"25563",410001196,3,1,28,10,2,13,"Eastern"
"25564",410001197,1,2,59,5,2,4,"Eastern"
"25565",410001198,3,2,54,10,2,8,"Eastern"
"25566",410001199,1,2,68,10,2,4,"Eastern"
"25567",410001200,3,1,34,6,2,17,"Eastern"
"25568",410001201,1,1,65,1,2,4,"Eastern"
"25569",410001202,NA,2,72,1,2,4,"Eastern"
"25570",410001204,0,2,28,NA,2,13,"Eastern"
"25571",410001207,1,1,36,8,2,9,"Eastern"
"25572",410001208,1,2,27,NA,1,1,"Eastern"
"25573",410001211,NA,2,28,5,1,13,"Eastern"
"25574",410001212,0,1,60,4,2,15,"Eastern"
"25575",410001213,0,2,19,7,2,2,"Eastern"
"25576",410001214,0,1,25,8,3,2,"Eastern"
"25577",410001215,NA,2,70,1,2,4,"Eastern"
"25578",410001216,0,2,30,NA,2,13,"Eastern"
"25579",410001217,0,2,61,3,2,4,"Eastern"
"25580",410001218,0,2,19,NA,2,3,"Eastern"
"25581",410001219,0,1,59,5,2,16,"Eastern"
"25582",410001220,0,1,28,5,2,12,"Eastern"
"25583",410001222,2,2,27,6,3,15,"Eastern"
"25584",410001226,0,2,34,9,2,13,"Eastern"
"25585",410001227,0,2,34,6,2,13,"Eastern"
"25586",410001232,0,1,29,NA,1,15,"Eastern"
"25587",410001233,0,1,21,5,2,16,"Eastern"
"25588",410001234,0,2,50,5,1,14,"Eastern"
"25589",410001235,4,1,45,9,3,12,"Eastern"
"25590",410001236,2,2,66,1,3,4,"Eastern"
"25591",410001238,0,2,43,NA,2,12,"Eastern"
"25592",410001241,0,2,36,NA,2,1,"Eastern"
"25593",410001242,0,1,60,5,2,17,"Eastern"
"25594",410001243,0,2,55,5,2,13,"Eastern"
"25595",410001244,1,1,32,5,1,16,"Eastern"
"25596",410001251,2,1,61,3,1,15,"Eastern"
"25597",410001254,1,2,56,8,2,9,"Eastern"
"25598",410001256,0,1,62,NA,1,4,"Eastern"
"25599",410001259,4,1,40,8,3,8,"Eastern"
"25600",410001260,3,2,30,5,3,12,"Eastern"
"25601",410001261,0,2,30,NA,1,8,"Eastern"
"25602",410001262,0,1,60,3,2,8,"Eastern"
"25603",410001263,0,1,38,4,2,9,"Eastern"
"25604",410001264,0,2,60,NA,1,18,"Eastern"
"25605",410001265,4,1,44,4,3,5,"Eastern"
"25606",410001266,0,2,55,5,3,17,"Eastern"
"25607",410001267,0,1,50,5,3,9,"Eastern"
"25608",410001268,3,2,72,3,2,4,"Eastern"
"25609",410001269,3,2,70,3,2,13,"Eastern"
"25610",410001271,0,2,16,5,2,2,"Eastern"
"25611",410001272,0,1,67,5,2,4,"Eastern"
"25612",410001273,1,1,46,7,3,12,"Eastern"
"25613",410001274,0,1,37,8,2,13,"Eastern"
"25614",410001277,0,1,63,4,2,4,"Eastern"
"25615",410001279,0,1,22,5,2,9,"Eastern"
"25616",410001281,0,2,59,NA,2,12,"Eastern"
"25617",410001285,0,1,39,6,2,4,"Eastern"
"25618",410001286,0,2,57,NA,2,13,"Eastern"
"25619",410001287,0,1,72,NA,2,4,"Eastern"
"25620",410001288,0,1,50,5,2,15,"Eastern"
"25621",410001290,4,1,42,7,3,12,"Eastern"
"25622",410001291,1,1,61,8,1,17,"Eastern"
"25623",410001292,1,2,47,9,1,12,"Eastern"
"25624",410001296,0,1,55,NA,2,14,"Eastern"
"25625",410001297,2,2,55,NA,2,3,"Eastern"
"25626",410001298,0,1,83,NA,2,4,"Eastern"
"25627",410001301,1,2,24,NA,3,2,"Eastern"
"25628",410001302,0,1,73,NA,2,4,"Eastern"
"25629",410001305,0,2,29,10,2,17,"Eastern"
"25630",410001306,0,2,40,5,3,8,"Eastern"
"25631",410001313,1,1,57,NA,3,17,"Eastern"
"25632",410001314,1,2,60,10,3,17,"Eastern"
"25633",410001315,0,2,38,5,3,10,"Eastern"
"25634",410001316,0,2,40,NA,3,15,"Eastern"
"25635",410001317,3,1,74,7,2,4,"Eastern"
"25636",410001319,2,2,88,4,2,4,"Eastern"
"25637",410001322,2,1,59,8,2,13,"Eastern"
"25638",410001330,3,2,36,8,2,15,"Eastern"
"25639",410001332,2,2,53,9,2,15,"Eastern"
"25640",410001335,2,1,54,7,2,12,"Eastern"
"25641",410001337,2,2,45,7,2,17,"Eastern"
"25642",410001341,2,2,76,8,2,4,"Eastern"
"25643",410001349,0,2,49,2,2,10,"Eastern"
"25644",410001354,1,2,58,NA,2,15,"Eastern"
"25645",410001355,0,2,24,2,1,15,"Eastern"
"25646",410001356,0,2,42,5,1,3,"Eastern"
"25647",410001357,0,2,60,10,1,12,"Eastern"
"25648",410001358,0,2,21,NA,1,2,"Eastern"
"25649",410001359,0,2,36,8,1,3,"Eastern"
"25650",410001362,NA,2,59,4,2,4,"Eastern"
"25651",410001363,4,1,16,4,1,2,"Eastern"
"25652",410001367,0,2,53,1,1,4,"Eastern"
"25653",410001368,0,1,72,1,1,4,"Eastern"
"25654",410001371,0,1,31,NA,1,7,"Eastern"
"25655",410001375,0,2,46,NA,1,15,"Eastern"
"25656",410001376,0,1,57,7,1,4,"Eastern"
"25657",410001377,0,2,29,5,1,17,"Eastern"
"25658",410001378,0,2,29,5,1,3,"Eastern"
"25659",410001379,0,2,20,5,2,15,"Eastern"
"25660",410001380,1,1,48,5,2,17,"Eastern"
"25661",410001381,0,1,56,3,2,17,"Eastern"
"25662",410001382,1,1,57,9,2,17,"Eastern"
"25663",410001383,NA,1,55,1,3,17,"Eastern"
"25664",410001384,NA,1,59,5,3,17,"Eastern"
"25665",410001385,2,2,59,5,3,14,"Eastern"
"25666",410001386,NA,1,57,1,3,14,"Eastern"
"25667",410001387,NA,2,40,1,3,13,"Eastern"
"25668",410001389,0,2,54,10,1,9,"Eastern"
"25669",410001390,0,2,56,4,1,4,"Eastern"
"25670",410001391,0,2,60,6,1,4,"Eastern"
"25671",410001394,0,2,30,7,2,1,"Eastern"
"25672",410001395,0,2,43,5,2,17,"Eastern"
"25673",410001396,1,1,49,8,2,17,"Eastern"
"25674",410001400,1,2,39,NA,2,13,"Eastern"
"25675",410001403,4,2,21,9,1,15,"Eastern"
"25676",410001404,3,1,72,1,1,4,"Eastern"
"25677",410001405,4,2,49,5,1,4,"Eastern"
"25678",410001406,3,1,17,8,1,2,"Eastern"
"25679",410001407,7,2,21,7,1,2,"Eastern"
"25680",410001408,4,2,44,9,1,10,"Eastern"
"25681",410001409,7,1,38,8,1,17,"Eastern"
"25682",410001410,7,1,51,3,1,17,"Eastern"
"25683",410001413,3,2,62,2,1,4,"Eastern"
"25684",410001414,3,1,57,10,1,17,"Eastern"
"25685",410001416,6,1,52,3,1,17,"Eastern"
"25686",410001417,5,2,41,4,1,12,"Eastern"
"25687",410001421,4,1,51,10,1,17,"Eastern"
"25688",410001422,3,2,72,5,1,4,"Eastern"
"25689",410001423,2,2,68,1,1,3,"Eastern"
"25690",410001424,2,1,42,1,1,17,"Eastern"
"25691",410001425,0,1,72,6,1,4,"Eastern"
"25692",410001426,0,2,18,8,1,2,"Eastern"
"25693",410001427,0,2,50,5,1,17,"Eastern"
"25694",410001428,1,1,84,5,1,4,"Eastern"
"25695",410001429,0,2,76,8,1,4,"Eastern"
"25696",410001436,0,2,28,6,3,10,"Eastern"
"25697",410001457,0,2,42,5,3,17,"Eastern"
"25698",410001459,0,2,19,4,3,15,"Eastern"
"25699",410001460,0,2,42,7,3,17,"Eastern"
"25700",410001481,0,2,29,6,3,15,"Eastern"
"25701",410001485,NA,2,68,NA,2,4,"Eastern"
"25702",410001486,1,1,18,NA,2,2,"Eastern"
"25703",410001488,1,2,66,4,2,4,"Eastern"
"25704",410001491,0,2,78,NA,2,4,"Eastern"
"25705",410001496,0,2,53,6,2,15,"Eastern"
"25706",410001497,1,2,55,7,3,15,"Eastern"
"25707",410001498,0,1,50,4,3,13,"Eastern"
"25708",410001499,0,1,42,8,2,8,"Eastern"
"25709",410001500,0,2,29,NA,2,3,"Eastern"
"25710",410001501,0,2,27,7,2,17,"Eastern"
"25711",410001502,0,2,24,5,2,2,"Eastern"
"25712",410001503,NA,1,36,10,2,3,"Eastern"
"25713",410001504,0,1,18,NA,2,2,"Eastern"
"25714",410001505,0,2,24,NA,2,17,"Eastern"
"25715",410001506,0,1,34,6,2,10,"Eastern"
"25716",410001507,NA,1,24,NA,2,17,"Eastern"
"25717",410001508,0,2,23,NA,2,3,"Eastern"
"25718",410001509,0,2,30,NA,2,15,"Eastern"
"25719",410001510,0,1,32,4,2,17,"Eastern"
"25720",410001511,3,2,39,6,2,8,"Eastern"
"25721",410001512,1,2,52,1,2,1,"Eastern"
"25722",410001523,2,1,27,5,3,2,"Eastern"
"25723",410001525,3,1,23,NA,1,14,"Eastern"
"25724",410001527,0,2,40,1,2,14,"Eastern"
"25725",410001528,NA,2,18,NA,2,2,"Eastern"
"25726",410001529,0,1,52,5,2,12,"Eastern"
"25727",410001530,0,2,50,1,2,13,"Eastern"
"25728",410001532,0,2,55,NA,1,10,"Eastern"
"25729",410001533,0,2,50,NA,1,10,"Eastern"
"25730",410001535,0,2,73,1,3,4,"Eastern"
"25731",410001536,0,1,31,7,2,12,"Eastern"
"25732",410001537,0,2,43,10,3,8,"Eastern"
"25733",410001538,0,1,75,5,2,4,"Eastern"
"25734",410001539,0,2,69,NA,2,4,"Eastern"
"25735",410001540,0,2,72,NA,2,4,"Eastern"
"25736",410001541,0,1,68,7,2,4,"Eastern"
"25737",410001542,0,2,73,NA,3,4,"Eastern"
"25738",410001543,0,2,59,NA,2,13,"Eastern"
"25739",410001544,0,2,37,NA,1,15,"Eastern"
"25740",410001545,0,2,59,1,1,13,"Eastern"
"25741",410001546,0,1,61,1,1,15,"Eastern"
"25742",410001548,0,1,56,3,1,4,"Eastern"
"25743",410001549,0,1,76,5,2,4,"Eastern"
"25744",410001551,5,2,37,5,3,12,"Eastern"
"25745",410001555,2,2,39,4,3,13,"Eastern"
"25746",410001557,0,2,88,1,2,4,"Eastern"
"25747",410001558,0,2,78,5,2,4,"Eastern"
"25748",410001560,2,2,64,5,1,4,"Eastern"
"25749",410001561,NA,1,50,5,1,4,"Eastern"
"25750",410001562,1,2,42,3,1,3,"Eastern"
"25751",410001563,0,2,67,2,1,4,"Eastern"
"25752",410001564,0,2,40,2,3,16,"Eastern"
"25753",410001565,0,1,70,5,2,4,"Eastern"
"25754",410001566,0,2,16,NA,2,2,"Eastern"
"25755",410001567,0,2,29,4,3,1,"Eastern"
"25756",410001568,2,1,65,1,2,4,"Eastern"
"25757",410001569,1,2,45,5,2,17,"Eastern"
"25758",410001570,1,1,53,NA,2,17,"Eastern"
"25759",410001571,0,1,65,3,2,7,"Eastern"
"25760",410001572,0,2,56,5,2,12,"Eastern"
"25761",410001573,3,1,71,7,2,4,"Eastern"
"25762",410001574,0,1,27,7,2,13,"Eastern"
"25763",410001575,0,2,79,NA,2,4,"Eastern"
"25764",410001576,0,2,59,8,2,12,"Eastern"
"25765",410001577,1,1,29,9,2,9,"Eastern"
"25766",410001579,0,2,32,NA,1,13,"Eastern"
"25767",410001580,0,2,71,5,1,4,"Eastern"
"25768",410001581,3,1,29,3,3,17,"Eastern"
"25769",410001582,3,1,47,NA,3,5,"Eastern"
"25770",410001583,0,2,39,6,2,13,"Eastern"
"25771",410001584,NA,2,61,1,1,4,"Eastern"
"25772",410001585,NA,1,32,6,3,15,"Eastern"
"25773",410001587,0,2,52,NA,1,8,"Eastern"
"25774",410001588,2,1,52,3,1,15,"Eastern"
"25775",410001589,2,1,68,10,1,4,"Eastern"
"25776",410001598,3,1,52,7,3,14,"Eastern"
"25777",410001605,NA,2,43,1,1,18,"Eastern"
"25778",410001606,0,2,58,NA,3,13,"Eastern"
"25779",410001607,0,1,65,3,3,12,"Eastern"
"25780",410001608,0,2,18,NA,1,3,"Eastern"
"25781",420000023,NA,1,72,8,2,4,"Southern"
"25782",420000028,NA,1,33,1,1,3,"Southern"
"25783",420000032,0,2,58,NA,1,4,"Southern"
"25784",420000041,0,2,57,5,3,4,"Southern"
"25785",420000043,0,1,63,10,3,4,"Southern"
"25786",420000045,0,2,36,10,3,13,"Southern"
"25787",420000046,0,1,64,NA,3,8,"Southern"
"25788",420000048,1,1,85,1,1,4,"Southern"
"25789",420000052,1,2,67,NA,2,4,"Southern"
"25790",420000053,2,2,82,NA,1,4,"Southern"
"25791",420000054,3,2,65,NA,2,4,"Southern"
"25792",420000055,0,1,38,5,2,13,"Southern"
"25793",420000058,0,2,30,5,2,8,"Southern"
"25794",420000059,0,2,65,NA,2,4,"Southern"
"25795",420000060,0,2,47,NA,2,3,"Southern"
"25796",420000061,NA,2,61,NA,2,4,"Southern"
"25797",420000064,NA,1,30,NA,2,3,"Southern"
"25798",420000065,0,2,40,NA,2,15,"Southern"
"25799",420000066,0,2,99,NA,2,4,"Southern"
"25800",420000067,0,2,47,NA,2,10,"Southern"
"25801",420000073,0,2,71,5,2,4,"Southern"
"25802",420000075,0,1,50,NA,2,10,"Southern"
"25803",420000081,0,1,63,1,1,4,"Southern"
"25804",420000083,0,2,79,NA,1,4,"Southern"
"25805",420000084,0,2,74,5,1,4,"Southern"
"25806",420000089,0,2,59,3,1,11,"Southern"
"25807",420000090,0,1,15,3,2,2,"Southern"
"25808",420000091,0,2,88,8,3,4,"Southern"
"25809",420000096,0,2,67,5,3,4,"Southern"
"25810",420000099,0,2,22,NA,3,2,"Southern"
"25811",420000100,0,2,58,5,3,12,"Southern"
"25812",420000101,0,1,68,7,3,3,"Southern"
"25813",420000104,0,1,66,3,3,4,"Southern"
"25814",420000109,0,1,47,5,3,9,"Southern"
"25815",420000110,0,1,61,5,3,4,"Southern"
"25816",420000111,0,1,80,1,3,4,"Southern"
"25817",420000114,0,1,59,5,3,3,"Southern"
"25818",420000115,0,1,66,2,3,4,"Southern"
"25819",420000116,0,1,70,2,3,4,"Southern"
"25820",420000117,0,1,18,NA,3,2,"Southern"
"25821",420000118,0,2,77,NA,3,4,"Southern"
"25822",420000119,0,2,85,NA,3,4,"Southern"
"25823",420000120,0,2,66,1,2,4,"Southern"
"25824",420000121,0,2,66,1,2,4,"Southern"
"25825",420000122,0,2,74,1,2,4,"Southern"
"25826",420000123,0,2,49,NA,2,12,"Southern"
"25827",420000124,0,2,75,5,2,4,"Southern"
"25828",420000125,0,1,43,3,2,8,"Southern"
"25829",420000127,3,2,18,1,2,2,"Southern"
"25830",420000149,0,1,58,1,2,4,"Southern"
"25831",420000153,0,2,75,8,1,4,"Southern"
"25832",420000154,0,2,59,5,1,15,"Southern"
"25833",420000155,0,1,86,NA,1,4,"Southern"
"25834",420000156,0,1,69,NA,1,4,"Southern"
"25835",420000160,2,2,83,NA,1,4,"Southern"
"25836",420000162,0,1,78,NA,1,4,"Southern"
"25837",420000165,5,2,75,5,2,4,"Southern"
"25838",420000167,0,2,71,NA,2,4,"Southern"
"25839",420000193,0,1,40,3,3,9,"Southern"
"25840",420000207,0,1,21,1,3,2,"Southern"
"25841",420000213,0,1,47,10,2,9,"Southern"
"25842",420000215,1,1,36,NA,3,17,"Southern"
"25843",420000217,3,1,62,10,2,3,"Southern"
"25844",420000221,0,2,39,NA,2,12,"Southern"
"25845",420000222,2,1,53,NA,1,3,"Southern"
"25846",420000223,0,2,54,NA,2,12,"Southern"
"25847",420000226,0,1,64,NA,1,4,"Southern"
"25848",420000227,0,2,66,NA,1,4,"Southern"
"25849",420000230,0,1,16,NA,1,2,"Southern"
"25850",420000232,0,1,29,NA,1,15,"Southern"
"25851",420000237,1,1,33,NA,1,9,"Southern"
"25852",420000238,0,2,72,7,2,4,"Southern"
"25853",420000240,0,2,83,NA,2,4,"Southern"
"25854",420000241,3,2,46,NA,2,10,"Southern"
"25855",420000242,4,1,25,8,2,12,"Southern"
"25856",420000246,0,2,63,NA,2,17,"Southern"
"25857",420000251,0,2,53,NA,2,16,"Southern"
"25858",420000253,1,2,21,NA,2,17,"Southern"
"25859",420000254,2,2,63,NA,2,4,"Southern"
"25860",420000256,NA,2,82,NA,2,4,"Southern"
"25861",420000257,0,2,52,NA,1,13,"Southern"
"25862",420000258,0,2,67,5,1,4,"Southern"
"25863",420000260,0,1,60,NA,1,3,"Southern"
"25864",420000261,0,2,47,NA,1,5,"Southern"
"25865",420000262,0,2,29,NA,1,3,"Southern"
"25866",420000264,0,2,69,NA,1,4,"Southern"
"25867",420000265,0,2,46,NA,1,3,"Southern"
"25868",420000268,1,2,29,5,2,2,"Southern"
"25869",420000269,2,2,20,5,2,2,"Southern"
"25870",420000271,0,2,29,5,2,15,"Southern"
"25871",420000272,0,1,44,5,2,3,"Southern"
"25872",420000277,0,1,35,NA,2,17,"Southern"
"25873",420000283,3,2,65,NA,2,4,"Southern"
"25874",420000284,2,2,73,NA,2,4,"Southern"
"25875",420000287,3,2,56,NA,1,3,"Southern"
"25876",420000290,0,1,52,2,3,8,"Southern"
"25877",420000295,0,1,18,5,3,2,"Southern"
"25878",420000296,0,2,50,5,3,3,"Southern"
"25879",420000297,NA,2,54,3,2,9,"Southern"
"25880",420000298,3,2,45,5,2,7,"Southern"
"25881",420000299,3,2,37,NA,2,12,"Southern"
"25882",420000303,0,1,56,NA,2,12,"Southern"
"25883",420000304,3,2,42,NA,2,7,"Southern"
"25884",420000305,2,1,23,NA,2,17,"Southern"
"25885",420000306,3,2,29,7,2,11,"Southern"
"25886",420000307,0,2,34,NA,2,15,"Southern"
"25887",420000308,1,1,15,NA,2,2,"Southern"
"25888",420000309,2,2,16,NA,1,2,"Southern"
"25889",420000311,0,2,67,NA,1,4,"Southern"
"25890",420000312,0,2,42,5,1,15,"Southern"
"25891",420000313,0,2,65,5,1,4,"Southern"
"25892",420000314,0,2,74,1,1,4,"Southern"
"25893",420000316,0,2,67,5,1,4,"Southern"
"25894",420000317,0,1,72,2,1,4,"Southern"
"25895",420000321,0,2,55,NA,1,12,"Southern"
"25896",420000322,0,1,28,NA,1,3,"Southern"
"25897",420000324,0,1,78,8,1,4,"Southern"
"25898",420000325,0,2,69,5,1,4,"Southern"
"25899",420000326,1,2,19,5,1,2,"Southern"
"25900",420000327,2,2,26,2,1,15,"Southern"
"25901",420000328,0,2,56,1,1,10,"Southern"
"25902",420000330,0,2,47,5,1,9,"Southern"
"25903",420000331,1,2,84,2,1,4,"Southern"
"25904",420000333,0,1,47,1,1,9,"Southern"
"25905",420000340,0,2,63,NA,1,4,"Southern"
"25906",420000343,1,1,32,NA,1,9,"Southern"
"25907",420000346,2,1,59,2,1,15,"Southern"
"25908",420000354,0,1,25,5,2,12,"Southern"
"25909",420000355,0,1,45,5,2,8,"Southern"
"25910",420000356,0,2,29,5,2,8,"Southern"
"25911",420000357,0,1,29,5,2,8,"Southern"
"25912",420000359,0,1,31,5,2,8,"Southern"
"25913",420000361,0,2,34,5,2,3,"Southern"
"25914",420000362,0,1,70,10,2,4,"Southern"
"25915",420000363,0,2,40,5,2,12,"Southern"
"25916",420000365,0,2,53,NA,2,3,"Southern"
"25917",420000366,1,1,15,NA,1,7,"Southern"
"25918",420000367,0,2,66,NA,2,4,"Southern"
"25919",420000368,0,2,28,NA,2,3,"Southern"
"25920",420000369,0,2,34,5,2,17,"Southern"
"25921",420000370,0,1,57,NA,2,17,"Southern"
"25922",420000371,0,1,67,8,2,4,"Southern"
"25923",420000372,0,2,38,8,2,17,"Southern"
"25924",420000374,3,2,30,2,2,12,"Southern"
"25925",420000375,0,2,66,NA,2,4,"Southern"
"25926",420000376,0,1,53,NA,2,15,"Southern"
"25927",420000377,0,2,33,5,1,10,"Southern"
"25928",420000378,3,1,34,NA,2,17,"Southern"
"25929",420000379,0,2,45,NA,3,12,"Southern"
"25930",420000380,0,2,47,NA,3,17,"Southern"
"25931",420000381,0,2,31,4,2,12,"Southern"
"25932",420000383,0,1,20,NA,3,2,"Southern"
"25933",420000385,0,2,44,NA,2,13,"Southern"
"25934",420000388,0,1,63,5,2,4,"Southern"
"25935",420000391,2,2,18,NA,2,2,"Southern"
"25936",420000392,0,2,59,NA,2,4,"Southern"
"25937",420000396,3,2,65,8,3,4,"Southern"
"25938",420000399,0,1,22,NA,2,2,"Southern"
"25939",420000402,3,2,36,5,3,14,"Southern"
"25940",420000405,0,2,24,NA,2,2,"Southern"
"25941",420000406,3,1,29,5,3,12,"Southern"
"25942",420000413,2,1,20,8,1,2,"Southern"
"25943",420000414,1,2,56,NA,2,15,"Southern"
"25944",420000419,3,1,18,5,1,2,"Southern"
"25945",420000420,0,2,41,1,1,12,"Southern"
"25946",420000425,1,2,23,5,1,2,"Southern"
"25947",420000428,0,1,46,NA,1,3,"Southern"
"25948",420000430,0,2,29,5,1,13,"Southern"
"25949",420000431,0,2,72,NA,2,4,"Southern"
"25950",420000436,0,2,23,10,2,2,"Southern"
"25951",420000437,1,2,62,NA,2,4,"Southern"
"25952",420000442,1,1,19,NA,1,2,"Southern"
"25953",420000446,0,1,60,2,1,4,"Southern"
"25954",420000451,0,1,22,2,1,2,"Southern"
"25955",420000454,0,2,48,NA,1,15,"Southern"
"25956",420000458,0,1,66,10,1,4,"Southern"
"25957",420000459,0,1,23,4,1,2,"Southern"
"25958",420000465,0,2,81,5,1,4,"Southern"
"25959",420000470,0,2,21,5,1,2,"Southern"
"25960",420000472,0,2,38,5,1,3,"Southern"
"25961",420000473,0,1,15,NA,2,2,"Southern"
"25962",420000474,0,2,35,1,2,12,"Southern"
"25963",420000475,0,2,56,NA,1,15,"Southern"
"25964",420000476,0,1,69,8,3,4,"Southern"
"25965",420000477,1,1,59,NA,3,18,"Southern"
"25966",420000478,0,2,68,8,3,4,"Southern"
"25967",420000479,0,1,63,8,3,4,"Southern"
"25968",420000480,0,1,68,8,3,4,"Southern"
"25969",420000481,0,2,65,NA,3,4,"Southern"
"25970",420000482,0,2,87,3,3,4,"Southern"
"25971",420000483,0,1,74,1,3,4,"Southern"
"25972",420000485,0,2,70,NA,2,4,"Southern"
"25973",420000486,0,2,65,1,2,4,"Southern"
"25974",420000493,3,2,62,5,3,4,"Southern"
"25975",420000494,2,2,55,NA,3,8,"Southern"
"25976",420000495,0,2,19,1,3,3,"Southern"
"25977",420000498,1,2,65,NA,2,4,"Southern"
"25978",420000499,2,1,84,NA,2,4,"Southern"
"25979",420000501,NA,2,59,10,2,4,"Southern"
"25980",420000502,1,2,59,10,1,4,"Southern"
"25981",420000503,NA,1,42,NA,1,3,"Southern"
"25982",420000504,1,1,75,7,2,4,"Southern"
"25983",420000505,0,2,51,NA,3,15,"Southern"
"25984",420000506,0,2,66,NA,3,4,"Southern"
"25985",420000507,0,2,70,10,3,4,"Southern"
"25986",420000508,NA,1,72,2,3,4,"Southern"
"25987",420000509,0,2,56,8,1,3,"Southern"
"25988",420000510,0,2,83,1,1,4,"Southern"
"25989",420000513,0,1,58,5,1,17,"Southern"
"25990",420000518,0,1,76,5,1,4,"Southern"
"25991",420000525,0,2,21,5,2,2,"Southern"
"25992",420000532,0,2,40,5,2,13,"Southern"
"25993",420000540,0,1,68,1,2,4,"Southern"
"25994",420000541,4,2,84,5,1,4,"Southern"
"25995",420000547,2,2,76,10,2,4,"Southern"
"25996",420000548,0,1,59,NA,2,11,"Southern"
"25997",420000550,0,1,73,4,2,4,"Southern"
"25998",420000552,4,2,78,10,2,4,"Southern"
"25999",420000553,0,2,75,1,2,4,"Southern"
"26000",420000555,NA,1,40,NA,3,3,"Southern"
"26001",420000557,NA,1,73,NA,3,4,"Southern"
"26002",420000558,2,1,49,10,3,18,"Southern"
"26003",420000561,0,2,69,7,2,4,"Southern"
"26004",420000565,0,1,39,6,2,18,"Southern"
"26005",420000567,0,1,79,9,2,4,"Southern"
"26006",420000578,0,2,27,NA,2,3,"Southern"
"26007",420000582,0,1,52,NA,2,9,"Southern"
"26008",420000584,0,2,65,3,3,4,"Southern"
"26009",420000588,NA,1,19,NA,3,2,"Southern"
"26010",420000589,0,1,43,NA,3,9,"Southern"
"26011",420000591,0,1,74,2,3,4,"Southern"
"26012",420000595,0,2,50,NA,3,15,"Southern"
"26013",420000596,0,2,75,5,3,4,"Southern"
"26014",420000599,0,2,76,5,3,4,"Southern"
"26015",420000600,0,2,57,5,3,15,"Southern"
"26016",420000601,0,1,37,5,3,17,"Southern"
"26017",420000605,0,2,79,5,3,4,"Southern"
"26018",420000606,0,2,63,1,3,4,"Southern"
"26019",420000607,0,2,58,NA,1,9,"Southern"
"26020",420000608,0,2,69,NA,1,4,"Southern"
"26021",420000609,0,1,44,2,1,10,"Southern"
"26022",420000611,0,1,59,7,1,17,"Southern"
"26023",420000613,0,1,59,NA,1,17,"Southern"
"26024",420000616,0,1,29,NA,3,12,"Southern"
"26025",420000619,0,1,71,4,2,4,"Southern"
"26026",420000620,3,1,66,NA,2,4,"Southern"
